city,region,country,rank_display,institution,location code,size,focus,research,status,ar_score,er_score,fsr_score,cpf_score,ifr_score,isr_score,irn_score,ger_score,sus_score,overall_score,year,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,check_city,longitude,latitude
Cambridge,North America,United States,1,Massachusetts Institute of Technology (MIT) ,US,M,CO,VH,B,100,100,100,100,100,88.2,94.3,100,95.2,100,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-71.09673492,42.36009097
Cambridge,Europe,United Kingdom,2,University of Cambridge,UK,L,FC,VH,A,100,100,100,92.3,100,95.8,99.9,100,97.3,99.2,2024,69.2,44.3,57.4,64,69.7,103.9,yes,0.111920724,52.20021695
Oxford,Europe,United Kingdom,3,University of Oxford,UK,L,FC,VH,A,100,100,100,90.6,98.2,98.2,100,100,97.8,98.9,2024,72.6,45.6,59.8,69.1,64.2,82,yes,-1.256941723,51.7548163
Cambridge,North America,United States,4,Harvard University,US,L,FC,VH,B,100,100,98.3,100,84.6,66.8,100,100,96.7,98.3,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-71.12081722,42.37464067
Stanford,North America,United States,5,Stanford University,US,L,FC,VH,B,100,100,100,99.9,99.9,51.2,95.8,100,94.4,98.1,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-122.1726349,37.42765997
London,Europe,United Kingdom,6,Imperial College London,UK,L,FC,VH,A,98.3,99.4,98.5,94,100,100,96.7,83,94.4,97.8,2024,80.1,71.6,76.1,64.2,79.7,83,yes,-0.177448423,51.498822
Zurich,Europe,Switzerland,7,ETH Zurich - Swiss Federal Institute of Technology,CH,L,FO,VH,A,98.8,83.6,72.1,98.9,100,98.5,96,79.1,88.4,93.3,2024,118.3,64.4,92.7,121,109,132.7,yes,8.545053076,47.37638887
Singapore,Asia,Singapore,8,National University of Singapore (NUS),SG,XL,FC,VH,A,99.4,88.6,76.5,93.2,100,81.9,76.3,100,88.1,92.7,2024,81.9,71.9,77.1,75,55.3,103,yes,103.773819,1.296642598
London,Europe,United Kingdom,9,UCL,UK,XL,FC,VH,A,99.5,97.9,98.4,74.3,99.1,100,100,51.6,92.5,92.4,2024,80.1,71.6,76.1,64.2,79.7,83,yes,-0.136876473,51.523217
Berkeley,North America,United States,10,"University of California, Berkeley (UCB)",US,XL,FC,VH,A,100,100,20.5,99.9,92.2,63.9,92.4,98.7,100,90.4,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-122.2620355,37.8701509
Chicago,North America,United States,11,University of Chicago,US,L,FC,VH,B,99.1,95.4,92.5,78.5,81.2,84.4,61.4,98.3,81.7,90.3,2024,80,58.8,69.9,87,74.1,119.9,yes,-88.06160667,41.8332617
Philadelphia,North America,United States,12,University of Pennsylvania,US,L,FC,VH,B,96.4,89.1,99.9,68.4,96,70.3,83.3,100,99.9,89.4,2024,76.6,44,61.2,80.5,68.1,113.8,yes,-75.19578862,39.95221877
Ithaca,North America,United States,13,Cornell University,US,L,FC,VH,B,98.1,90.5,52.9,99.1,68.7,64,79.9,98,94.7,89.3,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-76.47607762,42.45344917
Parkville,Oceania,Australia,14,The University of Melbourne,AU,XL,FC,VH,A,98.4,92.3,15.4,92.1,92.9,99.7,97.2,93.3,90.4,87.9,2024,72.8,36.6,55.6,73.9,66.9,93.6,no,144.9583991,-37.79834587
Pasadena,North America,United States,15,California Institute of Technology (Caltech),US,S,CO,VH,B,96.1,93.7,100,100,100,81,22.8,34.2,41.4,87.8,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-118.1278439,34.1376575
New Haven,North America,United States,16,Yale University,US,M,FC,VH,B,99.9,99.9,100,45.8,89.8,78.8,85.8,99.9,99.2,87.7,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-72.94581538,41.30285621
Beijing,Asia,China,17,Peking University,CN,XL,FC,VH,A,99.4,95.4,90.4,97.5,50.8,23.5,43.2,82.6,68.8,87,2024,37.1,26.4,32,37.8,23.9,82.2,yes,116.3012497,39.99149654
Princeton,North America,United States,17,Princeton University,US,M,CO,VH,B,99.8,97.5,64.5,100,16.7,57.5,52.5,94.6,79.3,87,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-74.75042552,40.34828406
Sydney,Oceania,Australia,19,The University of New South Wales (UNSW Sydney),AU,XL,FC,VH,A,89.7,88.1,18.2,95.9,100,99.1,99,95.5,99.6,86.7,2024,75.9,55.4,66.2,76.7,63.3,86.2,yes,151.2286926,-33.91734697
Sydney,Oceania,Australia,19,The University of Sydney,AU,XL,FC,VH,A,96,87.7,11.8,93.5,99.5,100,91.9,88.1,99.7,86.7,2024,75.9,55.4,66.2,76.7,63.3,86.2,yes,151.1841899,-33.888404
Toronto,North America,Canada,21,University of Toronto,CA,XL,FC,VH,A,99.7,96,54.2,57.2,95.7,96.4,95.5,96.4,99.9,86.3,2024,71.6,50,61.4,72.3,67.9,84.5,yes,-79.40580325,43.65845088
Edinburgh,Europe,United Kingdom,22,The University of Edinburgh,UK,XL,FC,VH,A,98.1,96.9,72.4,58.7,98.8,99.9,99.6,48.1,99.7,86.1,2024,69.7,38.8,55.1,64,70.6,85.3,yes,-3.191816223,55.94451577
New York City,North America,United States,23,Columbia University,US,XL,FC,VH,B,99.6,98.3,100,40.7,56.1,96.8,97.6,99.9,94.2,85.9,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-73.96514762,40.80753547
Paris,Europe,France,24,University PSL,FR,L,CO,VH,A,73.7,97,99.3,95.7,69.2,72.7,100,60.8,80.4,85.8,2024,75.4,42,59.5,78.7,70.1,81.4,yes,2.335018076,48.85464847
Beijing,Asia,China,25,Tsinghua University,CN,XL,FC,VH,A,99.1,96.9,93.9,98.9,9.4,15.7,47.8,82.2,55.8,84.9,2024,37.1,26.4,32,37.8,23.9,82.2,yes,116.323869,39.99966737
Singapore,Asia,Singapore,26,"Nanyang Technological University, Singapore (NTU)",SG,L,FC,VH,A,91,67.1,77.6,94.4,100,80.2,66.1,68.4,78.2,84.5,2024,81.9,71.9,77.1,75,55.3,103,yes,103.6805598,1.348309898
Hong Kong,Asia,Hong Kong (China),26,The University of Hong Kong,HK,L,FC,VH,A,97.6,51.4,82.9,82.3,100,99,42.7,99.5,97.3,84.5,2024,71.5,61.4,66.7,79.6,47,84.1,yes,114.1339872,22.28308907
Baltimore,North America,United States,28,Johns Hopkins University,US,L,FC,VH,B,87.3,59.7,100,89.4,64.4,91.4,98.1,74.5,84.6,84.5,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-76.6638669,39.33490609
Tokyo,Asia,Japan,28,The University of Tokyo,JP,L,FC,VH,A,100,99.8,90.4,70,10.3,29.2,70,99.8,99.7,84.3,2024,57.4,29.3,44.1,67,35.4,98.6,yes,139.7601623,35.71381507
Los Angeles,North America,United States,29,"University of California, Los Angeles (UCLA)",US,XL,FC,VH,A,100,99.8,36.6,84.8,43.4,24.8,89.8,97,91.2,83.8,2024,85.1,67.1,76.6,84.4,87.7,135.8,yes,-118.4464244,34.0699181
Montreal,North America,Canada,30,McGill University,CA,XL,FC,VH,A,93.7,87.6,64,62.1,88.9,93.3,86.2,92.5,94.2,83.7,2024,65.5,31.3,49.3,68.7,68.6,84.5,yes,-73.58128145,45.50755963
Manchester,Europe,United Kingdom,32,The University of Manchester,UK,XL,FC,VH,A,95.4,98,53.8,49.1,93.5,99.4,99.7,71.9,92.3,82.2,2024,67,34,51.3,59.7,66.2,80.4,yes,-2.236458623,53.4668497
Ann Arbor,North America,United States,33,University of Michigan-Ann Arbor,US,XL,FC,VH,A,98.3,89.9,82.2,56.2,67,27.6,95.4,94.3,83.7,81.7,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-83.74078202,42.27714497
Canberra,Oceania,Australia,34,The Australian National University,AU,L,FC,VH,A,93.2,70.2,34.9,92.8,100,93.3,78.5,43.9,87.4,81.5,2024,87.5,42.4,66.1,80.8,105.7,66.2,yes,149.1157489,-35.2812532
Vancouver,North America,Canada,34,University of British Columbia,CA,XL,FC,VH,A,98.2,93.5,44.4,57,96.4,74.1,96.3,60.1,99.9,81.5,2024,74.4,54.9,65.2,80.6,67.2,71.9,yes,-123.9647102,51.54680444
Lausanne,Europe,Switzerland,36,EPFL,CH,M,FO,VH,A,84.6,59.9,92.4,98,100,100,65.6,19.4,42.3,80.4,2024,117.7,46.4,83.9,123.3,106.2,106.7,yes,6.564182676,46.51905567
Munich,Europe,Germany,37,Technical University of Munich,DE,XL,FO,VH,A,83.9,98.2,88.8,59.6,76.5,97.3,86.7,25,84.8,80,2024,66.7,38.5,53.3,58.6,61.9,109.7,yes,11.56482898,48.14900797
Palaiseau Cedex,Europe,France,38,Institut Polytechnique de Paris,FR,M,CO,VH,A,44.8,99.6,97.3,93.8,98.5,98.3,76.9,90.3,72.5,79.5,2024,66,22.3,45.3,68.6,57.9,83.4,no,2.208181476,48.71260917
New York City,North America,United States,38,New York University (NYU),US,XL,FC,VH,B,95.9,98.5,95.5,26.7,26.4,95,85.4,99.7,98.3,79.5,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-74.00843129,40.72340279
London,Europe,United Kingdom,40,King's College London,UK,XL,FC,VH,A,89.5,82.3,64.6,61.1,98.8,100,99.2,34.4,81.1,79.3,2024,80.1,71.6,76.1,64.2,79.7,83,yes,-0.143385276,51.4907204
Seoul,Asia,South Korea,41,Seoul National University,KR,L,FC,VH,A,99,98.2,85.1,64.9,11.5,14.5,36.9,100,73.8,78.5,2024,70.3,29.1,50.8,92.1,37.4,91.3,yes,126.9489045,37.46594157
Melbourne,Oceania,Australia,42,Monash University,AU,XL,FC,VH,A,88.4,75.2,9.6,88.4,100,100,86.8,61,71.8,78.2,2024,70.2,42,56.9,68.8,64.1,100.5,yes,144.8852726,-37.86799703
Brisbane City,Oceania,Australia,43,The University of Queensland,AU,XL,FC,VH,A,87.1,73.7,21.6,87,100,100,95,44.4,73.1,78.1,2024,72.8,36.6,55.6,73.9,66.9,93.6,no,135.1160199,-18.852458
Hangzhou,Asia,China,44,Zhejiang University,CN,XL,FC,VH,A,73.8,95.7,66.5,97.6,97.7,26.5,74.7,37.7,51.5,77.8,2024,35.5,12.9,24.8,42.7,22,64.9,yes,120.0839246,30.30868437
London,Europe,United Kingdom,45,The London School of Economics and Political Science (LSE),UK,M,SP,VH,A,67.7,96.1,39.6,80.2,100,100,32.4,98.6,97.8,76.9,2024,80.1,71.6,76.1,64.2,79.7,83,yes,-0.119026223,51.514438
Kyoto,Asia,Japan,46,Kyoto University,JP,L,FC,VH,A,98.7,99.1,94.7,49.3,14.9,20.8,57.3,53.2,88.4,76.3,2024,50.7,15.1,33.8,55.4,30.9,99.5,no,135.7782469,35.02624437
Delft,Europe,Netherlands,47,Delft University of Technology,NL,L,CO,VH,A,73,79,36.9,84.9,100,89.3,91.4,42.1,98.4,76.2,2024,61.5,32.9,48,58.2,56.1,94,yes,4.371001677,52.00219187
Evanston,North America,United States,47,Northwestern University,US,L,FC,VH,B,83.8,60.2,98.9,70.3,48.2,44.2,79.2,97.7,78,76.2,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-87.73505614,41.97717829
Hong Kong,Asia,Hong Kong (China),47,The Chinese University of Hong Kong (CUHK),HK,L,FC,VH,A,88.4,46.3,60,92.3,100,77.1,32.7,78.6,61.3,76.2,2024,71.5,61.4,66.7,79.6,47,84.1,yes,114.2041857,22.41962498
Shanghai,Asia,China,50,Fudan University,CN,XL,FC,VH,A,84.7,89.8,84.5,72.4,88.3,33,22.7,49.6,43.8,74.4,2024,42.1,30.7,36.7,45.8,26.9,60.4,yes,121.5010429,31.29741967
Shanghai,Asia,China,51,Shanghai Jiao Tong University,CN,XL,FC,VH,A,83.7,83.3,54.7,99.4,39.2,35.5,38.3,55.5,44.1,74.3,2024,42.1,30.7,36.7,45.8,26.9,60.4,yes,121.3536707,31.10973748
Pittsburgh,North America,United States,52,Carnegie Mellon University,US,L,FC,VH,B,71.2,75.3,49.1,99.9,46.6,98.2,57.4,60,47.2,73.7,2024,76.1,37.6,57.8,84.8,62,114.3,yes,-79.94713582,40.44517462
Amsterdam,Europe,Netherlands,53,University of Amsterdam,NL,XL,FC,VH,A,83.6,44.2,21.2,98.1,92.4,79.9,97.4,49.9,64.8,73.4,2024,69.9,49.9,60.4,58.1,76.7,90,yes,4.892597238,52.35959609
Munich,Europe,Germany,54,Ludwig-Maximilians-Universitat Munchen,DE,XL,FC,VH,A,92.7,83.5,46.7,51.4,73.3,37.7,94.4,48.5,77.3,72.5,2024,66.7,38.5,53.3,58.6,61.9,109.7,yes,11.57728598,48.15091847
Bristol,Europe,United Kingdom,55,University of Bristol,UK,L,FC,VH,A,74.9,84.7,47.3,64.7,85.5,86.8,84.4,39.6,81.3,72.4,2024,64.4,40.6,53.1,57.5,64.6,88.5,yes,-2.604750723,51.45853757
Daejeon,Asia,South Korea,56,KAIST - Korea Advanced Institute of Science & Technology,KR,M,CO,VH,A,89.9,88.8,66.2,97.7,22.3,11.6,10.6,41.8,14.2,72.2,2024,64.4,17.1,42,83.1,32.4,90.6,no,127.3578151,36.37214267
Durham,North America,United States,57,Duke University,US,L,FC,VH,B,85.7,69.3,100,40.2,16.8,52.2,90,89.3,95,72,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-78.94080352,36.00142577
Austin,North America,United States,58,University of Texas at Austin,US,XL,FC,VH,A,93.5,83.2,8.9,86.7,9.3,11,79.4,70,77.7,71.8,2024,73.3,58.9,66.5,69.8,77,123.4,yes,-97.73609752,30.28502837
Paris,Europe,France,59,Sorbonne University,FR,XL,FC,VH,A,88.6,53.2,43.3,85.4,35.2,49.8,100,39.5,75.8,71.7,2024,75.4,42,59.5,78.7,70.1,81.4,yes,-15.15664939,28.361527
Hong Kong,Asia,Hong Kong (China),60,The Hong Kong University of Science and Technology,HK,M,CO,VH,A,83.3,42.6,53.6,99.1,100,91.4,5.3,50.3,31,71.1,2024,71.5,61.4,66.7,79.6,47,84.1,yes,114.260874,22.33654132
Leuven,Europe,Belgium,61,KU Leuven,BE,XL,FC,VH,A,84.6,42.4,7,92.7,93.1,45.7,99.9,56.1,75.6,70.1,2024,58.3,23.7,41.9,52.6,55.1,93.5,yes,4.697601777,50.88005667
San Diego,North America,United States,62,"University of California, San Diego (UCSD)",US,XL,FC,VH,A,89.1,50.4,49.6,74.3,68.1,51.3,94.9,17.7,72.5,70,2024,86.4,78.5,82.6,77.2,82.5,102.6,yes,-117.2369354,32.88116797
Seattle,North America,United States,63,University of Washington,US,XL,FC,VH,A,84,50.4,19.1,93.5,19,33.2,94,70,88.1,69.2,2024,87.7,61.9,75.4,87.1,79.9,156.2,yes,-122.3100328,47.65464067
Champaign,North America,United States,64,University of Illinois at Urbana-Champaign,US,XL,FC,VH,A,85,70.8,7.5,86.5,11.1,49.2,76.4,66,83.5,69.1,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-88.22973642,40.10195227
Hong Kong,Asia,Hong Kong (China),65,The Hong Kong Polytechnic University,HK,L,CO,VH,A,68.1,30.2,68,88.8,100,87.4,42,49.2,92.8,68.7,2024,71.5,61.4,66.7,79.6,47,84.1,yes,114.1769219,22.30571907
Kuala Lumpur,Asia,Malaysia,65,Universiti Malaya (UM),MY,L,FC,VH,A,81.2,96,71.6,32.7,52.8,58.9,79.3,28.1,93.4,68.7,2024,34.6,11.8,23.8,39.9,22,77.8,yes,101.6544193,3.121926797
Coventry,Europe,United Kingdom,67,The University of Warwick,UK,L,FC,VH,A,71.3,88,37.3,49,98.2,99.3,89.7,47.2,62.5,68.6,2024,66.6,34.9,51.6,58.1,65.6,108.6,yes,-1.564045323,52.37925247
Auckland,Oceania,New Zealand,68,The University of Auckland,NZ,L,FC,VH,A,81.6,40.8,19.3,61.7,100,91.6,64.4,94.3,99.6,68,2024,73.2,39.1,57,75.9,63.2,95.4,yes,174.7663733,-36.85193607
Taipei City,Asia,Taiwan,69,National Taiwan University (NTU),TW,XL,FC,VH,A,92.8,91.3,30.9,47,17.7,20,33.2,99.7,95.6,67.9,2024,49,13.7,32.2,61.8,24.8,80,no,121.5371769,25.01734048
Hong Kong,Asia,Hong Kong (China),70,City University of Hong Kong,HK,M,CO,VH,A,59.6,27.3,86.6,99.9,100,100,17.4,29.5,82.1,67.7,2024,71.5,61.4,66.7,79.6,47,84.1,yes,114.1514029,22.33748509
Gif-sur-Yvette,Europe,France,71,University Paris-Saclay,FR,XL,CO,VH,A,58.9,99.1,99.8,45.8,39.1,60.8,98.7,34.3,73.6,67.6,2024,66,22.3,45.3,68.6,57.9,83.4,no,2.161751121,48.70400244
Perth,Oceania,Australia,72,The University of Western Australia,AU,L,FC,VH,A,56.2,44.6,16.5,98.9,100,99.8,90,66,70.1,66.9,2024,75.6,38.8,58.2,76.9,69.9,97.1,yes,115.7825378,-31.9831404
Providence,North America,United States,73,Brown University,US,M,FC,VH,B,58.3,42.4,77.8,85.9,84.5,52,58.3,74.8,70.4,66.4,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-71.40534252,41.82681227
Stockholm,Europe,Sweden,73,KTH Royal Institute of Technology ,SE,L,CO,VH,A,45.7,51.1,66.2,90.2,93.2,68.1,80.7,56.9,96.1,66.4,2024,68.8,34.5,52.5,65.3,63.1,93.2,yes,18.06768168,59.34987057
Leeds,Europe,United Kingdom,75,University of Leeds,UK,XL,FC,VH,A,70.3,76.7,37.3,42.3,85.2,90,98.7,37.8,90.9,65.5,2024,62.6,29.4,46.8,51.8,64.5,102.5,yes,-1.557607723,53.8066814
Glasgow,Europe,United Kingdom,76,University of Glasgow,UK,XL,FC,VH,A,76.3,70.7,41.7,31.8,96,99.5,90,26.7,99.5,65.2,2024,66.2,31.7,49.8,58.3,64.5,94.5,yes,-4.292575823,55.87242557
Seoul,Asia,South Korea,76,Yonsei University,KR,L,FC,VH,B,80,96.3,87.4,36.2,19.6,49.7,25,70.9,38.1,65.2,2024,70.3,29.1,50.8,92.1,37.4,91.3,yes,126.9361317,37.56639367
Durham,Europe,United Kingdom,78,Durham University,UK,L,FC,VH,A,59.5,89.3,27.8,53.3,97.5,86.9,86.2,29.2,97.6,65.1,2024,63.7,33.5,49.4,55.5,63.9,90.1,no,-28.55720946,39.682637
Seoul,Asia,South Korea,79,Korea University,KR,L,FC,VH,B,82.2,94,81,36.6,13.6,36.3,19.6,70.6,58.6,64.7,2024,70.3,29.1,50.8,92.1,37.4,91.3,yes,126.500065,37.0983166
Osaka City,Asia,Japan,80,Osaka University,JP,L,FC,VH,A,81.3,89.1,55.3,62.7,28.6,13.2,26.7,23.4,58.6,63.9,2024,50.7,15.1,33.8,55.4,30.9,99.5,no,135.5218927,34.82201387
Dublin,Europe,Ireland,81,"Trinity College Dublin, The University of Dublin",IE,L,FC,VH,A,69.3,39.8,23.7,64.1,99.8,92.5,82.2,70.6,75.6,63.5,2024,73.4,56.9,65.6,63.3,76.7,79.9,yes,-6.257146523,53.34379347
Southampton,Europe,United Kingdom,81,University of Southampton,UK,L,FC,VH,A,51.5,51.2,52.8,71.4,96.1,97.4,97,32.5,82.7,63.5,2024,63.7,33.5,49.4,55.5,63.9,90.1,no,-1.519854633,50.98687261
University Park,North America,United States,83,Pennsylvania State University,US,XL,FC,VH,A,77.5,63,28.4,62.9,23.4,26.8,96.6,47.5,95.1,63.1,2024,72.9,44.7,59.5,74.2,68.4,120.9,no,-77.86248332,40.79821327
Birmingham,Europe,United Kingdom,84,University of Birmingham,UK,XL,FC,VH,A,67.5,75.7,41.3,38.2,92.3,83.9,96,29.5,80.4,63,2024,61.6,30.8,47,51.9,60.8,97.5,yes,-1.95165666,52.46852274
Lund,Europe,Sweden,85,Lund University,SE,L,FC,VH,A,69.3,47.5,50.2,37.7,98.8,77.4,95.2,66,99.1,62.8,2024,62.2,23.1,43.6,61.8,56.1,94.6,no,13.20091808,55.71194827
Sao Paulo,Latin America,Brazil,85,Universidade de Sao Paulo,BR,XL,FC,VH,A,92.4,82.9,19.2,29.9,6,2.3,90.9,89.7,96.1,62.8,2024,40,14.3,27.8,36.5,35.2,25.6,yes,-46.78043094,-23.523715
Moscow,Europe,Russia,87,Lomonosov Moscow State University,RU,XL,FC,VH,A,81.2,78.3,99.8,4.6,20.3,92.3,85.2,82.2,13.4,62.2,2024,35.7,21.1,28.8,30.2,32.6,60.6,yes,37.52609468,55.70393487
Heidelberg,Europe,Germany,87,Ruprecht-Karls-Universitat Heidelberg,DE,L,FO,VH,A,78.3,52,99.7,38.2,52.5,50.4,89.7,19.8,42.6,62.2,2024,64.6,31.6,49,60.7,58.3,110.9,yes,8.704779126,49.41027202
Adelaide,Oceania,Australia,89,The University of Adelaide,AU,L,FC,VH,A,54.2,36.5,16.2,87.1,100,99.6,78.8,38.4,96.3,62,2024,81.7,35,59.6,80.5,87.8,72.2,yes,138.6036528,-34.92060297
Haymarket,Oceania,Australia,90,University of Technology Sydney,AU,L,CO,VH,A,43.4,57.8,9,95.3,96.6,93.6,79.7,30.1,93.1,61.8,2024,72.8,36.6,55.6,73.9,66.9,93.6,no,151.198037,-33.88365367
Tokyo,Asia,Japan,91,Tokyo Institute of Technology (Tokyo Tech),JP,M,CO,VH,A,74.4,94.8,84.4,53,31.8,31.7,8.9,19.7,18,61.6,2024,57.4,29.3,44.1,67,35.4,98.6,yes,139.6802762,35.60608357
Zurich,Europe,Switzerland,91,University of Zurich,CH,L,FC,VH,A,59.1,27.6,89.9,52,100,53,87.2,75.2,80.2,61.6,2024,118.3,64.4,92.7,121,109,132.7,yes,8.546087976,47.37458957
Boston,North America,United States,93,Boston University,US,L,FC,VH,B,61.7,68.3,32.7,60.1,21.6,87.5,72.6,68.6,85.9,61.4,2024,89.2,72.7,81.4,94.5,85.7,113.6,yes,-71.10797402,42.35049967
Mexico city,Latin America,Mexico,93,Universidad Nacional Autonoma de Mexico (UNAM),MX,XL,FC,VH,A,96.6,98.2,39.8,2.7,8.3,2.5,84.5,68.4,88.5,61.4,2024,43.8,17,31.1,45.6,36.7,38,no,-99.31904371,19.33589489
Buenos Aires,Latin America,Argentina,95,Universidad de Buenos Aires (UBA),AR,XL,FC,VH,A,93.3,98,73.5,1.7,62.6,66.7,28.1,26.2,18.8,61,2024,27.5,10.9,19.6,25.8,24.6,29.1,yes,-58.96010955,-34.5386959
St. Andrews,Europe,United Kingdom,95,University of St Andrews,UK,M,FO,VH,A,47.3,67.2,64.9,57.7,98.7,100,51.1,22.4,92.1,61,2024,63.7,33.5,49.4,55.5,63.9,90.1,no,-2.796842323,56.3417135
Atlanta,North America,United States,97,Georgia Institute of Technology,US,L,CO,VH,A,67.4,85.1,15.3,67.1,38.8,65.4,33.2,41.7,70.4,60.9,2024,80.3,47.4,64.7,81,78,139.2,yes,-84.39885992,33.77561777
